Algorithm,KeySize,KeyGenerationTime(us),EncryptionTime(us),DecryptionTime(us),CiphertextSize(bytes),AttackResult
PQC,8192,1420,12589,4303,5472,QUANTUM_SAFE
RSA,2048,45848,52,1003,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1901,5110,5975,5474,QUANTUM_SAFE
RSA,2048,77616,47,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3331,7536,6950,5474,QUANTUM_SAFE
RSA,2048,82616,39,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2837,17567,8078,5472,QUANTUM_SAFE
RSA,2048,81249,39,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7644,7432,7555,5475,QUANTUM_SAFE
RSA,2048,49627,47,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6083,10403,6100,5473,QUANTUM_SAFE
RSA,2048,135180,44,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1207,11075,6442,5474,QUANTUM_SAFE
RSA,2048,92700,44,1478,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4341,9428,7369,5470,QUANTUM_SAFE
RSA,2048,70382,45,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3925,7772,7027,5469,QUANTUM_SAFE
RSA,2048,98997,41,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5412,7822,8609,5469,QUANTUM_SAFE
RSA,2048,30457,44,950,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1813,15688,7476,5473,QUANTUM_SAFE
RSA,2048,53288,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4642,11941,9154,5475,QUANTUM_SAFE
RSA,2048,119109,40,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2215,17146,8474,5471,QUANTUM_SAFE
RSA,2048,53865,45,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6879,8850,7346,5470,QUANTUM_SAFE
RSA,2048,144354,56,1237,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3121,15806,6722,5468,QUANTUM_SAFE
RSA,2048,42170,49,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4149,8402,5762,5470,QUANTUM_SAFE
RSA,2048,54021,47,1039,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1742,6278,4812,5468,QUANTUM_SAFE
RSA,2048,73980,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6552,6220,9545,5469,QUANTUM_SAFE
RSA,2048,273994,45,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5506,6695,9295,5475,QUANTUM_SAFE
RSA,2048,258104,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5486,16555,9447,5472,QUANTUM_SAFE
RSA,2048,104416,37,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4184,15000,5195,5469,QUANTUM_SAFE
RSA,2048,20788,45,1062,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2927,6154,8840,5470,QUANTUM_SAFE
RSA,2048,23947,90,1036,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3591,4952,6930,5471,QUANTUM_SAFE
RSA,2048,101437,44,951,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3363,6278,4649,5469,QUANTUM_SAFE
RSA,2048,82569,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2371,7317,6523,5473,QUANTUM_SAFE
RSA,2048,124324,37,1028,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4779,6116,4619,5475,QUANTUM_SAFE
RSA,2048,79041,43,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4225,8466,8624,5473,QUANTUM_SAFE
RSA,2048,22949,39,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7971,14784,4996,5474,QUANTUM_SAFE
RSA,2048,117211,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6621,14482,7492,5472,QUANTUM_SAFE
RSA,2048,195250,44,1012,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1280,7978,8261,5470,QUANTUM_SAFE
RSA,2048,75710,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4909,15391,4873,5473,QUANTUM_SAFE
RSA,2048,79911,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7529,8257,8483,5470,QUANTUM_SAFE
RSA,2048,74795,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3278,5808,7404,5475,QUANTUM_SAFE
RSA,2048,79376,43,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6713,17928,4369,5470,QUANTUM_SAFE
RSA,2048,65988,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3466,16624,8919,5468,QUANTUM_SAFE
RSA,2048,26704,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7259,17235,6943,5469,QUANTUM_SAFE
RSA,2048,27107,40,948,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5471,17668,5048,5468,QUANTUM_SAFE
RSA,2048,79081,42,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1772,7708,8793,5468,QUANTUM_SAFE
RSA,2048,35512,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5873,16815,4408,5475,QUANTUM_SAFE
RSA,2048,239396,47,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2175,4567,7946,5468,QUANTUM_SAFE
RSA,2048,193506,46,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3921,7676,9910,5473,QUANTUM_SAFE
RSA,2048,110504,46,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2852,8375,8189,5470,QUANTUM_SAFE
RSA,2048,36284,44,1073,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6147,15726,9985,5468,QUANTUM_SAFE
RSA,2048,43631,45,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4477,8181,9943,5475,QUANTUM_SAFE
RSA,2048,64487,44,950,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6397,9736,8328,5469,QUANTUM_SAFE
RSA,2048,33504,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4490,7639,9475,5469,QUANTUM_SAFE
RSA,2048,85302,46,1037,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1154,14963,9474,5471,QUANTUM_SAFE
RSA,2048,107010,45,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3176,6907,8002,5469,QUANTUM_SAFE
RSA,2048,92450,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3227,10164,8001,5469,QUANTUM_SAFE
RSA,2048,40363,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6358,6574,9099,5470,QUANTUM_SAFE
RSA,2048,51054,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2797,9722,4560,5469,QUANTUM_SAFE
RSA,2048,60597,40,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3680,17127,8801,5472,QUANTUM_SAFE
RSA,2048,44570,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2613,15700,6556,5474,QUANTUM_SAFE
RSA,2048,122831,44,1004,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6339,13174,8713,5474,QUANTUM_SAFE
RSA,2048,235571,44,1007,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1460,16852,6719,5472,QUANTUM_SAFE
RSA,2048,74172,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7879,17055,9751,5469,QUANTUM_SAFE
RSA,2048,58764,44,1027,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5133,10407,4599,5475,QUANTUM_SAFE
RSA,2048,253100,44,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5772,16873,7821,5475,QUANTUM_SAFE
RSA,2048,125186,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7221,14561,7486,5474,QUANTUM_SAFE
RSA,2048,113836,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3590,13833,8447,5474,QUANTUM_SAFE
RSA,2048,40058,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1386,5741,8699,5469,QUANTUM_SAFE
RSA,2048,103899,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4867,16404,5980,5472,QUANTUM_SAFE
RSA,2048,76963,47,999,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3230,12111,5419,5471,QUANTUM_SAFE
RSA,2048,21574,44,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2690,16965,4735,5468,QUANTUM_SAFE
RSA,2048,59029,41,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7758,6472,6609,5468,QUANTUM_SAFE
RSA,2048,96457,42,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6476,11498,9938,5473,QUANTUM_SAFE
RSA,2048,246234,45,1026,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1033,5190,7950,5475,QUANTUM_SAFE
RSA,2048,83283,43,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6331,13180,5797,5470,QUANTUM_SAFE
RSA,2048,35330,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7045,11512,5378,5473,QUANTUM_SAFE
RSA,2048,159466,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3722,10148,4127,5472,QUANTUM_SAFE
RSA,2048,55589,41,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5358,17040,7706,5469,QUANTUM_SAFE
RSA,2048,21691,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7210,17180,4028,5470,QUANTUM_SAFE
RSA,2048,28878,40,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1906,12772,9723,5473,QUANTUM_SAFE
RSA,2048,233057,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7522,5377,6387,5475,QUANTUM_SAFE
RSA,2048,31477,41,1161,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7710,4337,5699,5472,QUANTUM_SAFE
RSA,2048,172889,42,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3675,12443,5400,5470,QUANTUM_SAFE
RSA,2048,112426,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7778,15358,8978,5475,QUANTUM_SAFE
RSA,2048,49297,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6008,9972,5687,5475,QUANTUM_SAFE
RSA,2048,185322,54,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2592,4339,5869,5470,QUANTUM_SAFE
RSA,2048,188646,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3698,11423,8956,5472,QUANTUM_SAFE
RSA,2048,42572,40,997,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1032,9444,8813,5468,QUANTUM_SAFE
RSA,2048,90668,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4801,6346,7765,5472,QUANTUM_SAFE
RSA,2048,165704,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2452,17268,9055,5469,QUANTUM_SAFE
RSA,2048,49437,42,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7059,14508,6416,5468,QUANTUM_SAFE
RSA,2048,47273,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4177,4671,8966,5471,QUANTUM_SAFE
RSA,2048,96365,46,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1483,8977,4854,5472,QUANTUM_SAFE
RSA,2048,279651,37,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6556,5986,8563,5468,QUANTUM_SAFE
RSA,2048,55012,46,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7558,16106,4148,5471,QUANTUM_SAFE
RSA,2048,82034,39,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6261,10460,4616,5472,QUANTUM_SAFE
RSA,2048,191228,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7233,6087,6058,5473,QUANTUM_SAFE
RSA,2048,81577,43,1012,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2090,17032,5318,5469,QUANTUM_SAFE
RSA,2048,66509,42,1022,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4428,17766,8198,5475,QUANTUM_SAFE
RSA,2048,189210,45,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6162,11642,8028,5470,QUANTUM_SAFE
RSA,2048,273944,46,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1983,11786,4915,5471,QUANTUM_SAFE
RSA,2048,62099,48,1029,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7085,15206,6841,5468,QUANTUM_SAFE
RSA,2048,37349,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2430,7435,5795,5469,QUANTUM_SAFE
RSA,2048,64096,39,1016,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2596,5880,6106,5473,QUANTUM_SAFE
RSA,2048,73596,46,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4837,10593,7129,5469,QUANTUM_SAFE
RSA,2048,76508,46,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5518,8189,8680,5474,QUANTUM_SAFE
RSA,2048,286076,45,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2934,15306,4843,5475,QUANTUM_SAFE
RSA,2048,96020,45,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6010,14421,4284,5473,QUANTUM_SAFE
RSA,2048,94910,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3916,17699,5340,5468,QUANTUM_SAFE
RSA,2048,109906,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2803,11896,5502,5468,QUANTUM_SAFE
RSA,2048,198752,46,999,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2386,10262,6066,5475,QUANTUM_SAFE
RSA,2048,72543,44,1012,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6501,6447,7617,5473,QUANTUM_SAFE
RSA,2048,65066,43,1004,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1996,9060,5072,5470,QUANTUM_SAFE
RSA,2048,75314,40,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5638,16687,8100,5474,QUANTUM_SAFE
RSA,2048,69626,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7429,5106,7814,5469,QUANTUM_SAFE
RSA,2048,255902,45,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5252,5128,6446,5469,QUANTUM_SAFE
RSA,2048,27039,42,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4184,14318,4320,5469,QUANTUM_SAFE
RSA,2048,29854,46,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4287,6773,6067,5472,QUANTUM_SAFE
RSA,2048,53505,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2845,14594,7970,5470,QUANTUM_SAFE
RSA,2048,136599,46,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3268,7812,4879,5470,QUANTUM_SAFE
RSA,2048,60558,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5761,17198,4338,5470,QUANTUM_SAFE
RSA,2048,38133,40,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1836,5364,5960,5475,QUANTUM_SAFE
RSA,2048,99353,46,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1611,6872,4529,5472,QUANTUM_SAFE
RSA,2048,28600,46,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6238,9399,9929,5472,QUANTUM_SAFE
RSA,2048,174038,45,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5319,14832,9508,5472,QUANTUM_SAFE
RSA,2048,63214,45,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1894,13819,8095,5470,QUANTUM_SAFE
RSA,2048,31746,107,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6027,5418,6886,5469,QUANTUM_SAFE
RSA,2048,102964,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7966,10523,6514,5469,QUANTUM_SAFE
RSA,2048,28820,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2257,7294,8178,5471,QUANTUM_SAFE
RSA,2048,90379,46,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1885,15338,5511,5471,QUANTUM_SAFE
RSA,2048,137050,42,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3598,16455,5406,5469,QUANTUM_SAFE
RSA,2048,34140,40,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5810,12158,4708,5469,QUANTUM_SAFE
RSA,2048,138835,44,951,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6374,6590,5288,5469,QUANTUM_SAFE
RSA,2048,77615,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2772,12946,5238,5473,QUANTUM_SAFE
RSA,2048,115893,39,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4662,6035,7241,5474,QUANTUM_SAFE
RSA,2048,57158,42,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2972,14745,6010,5472,QUANTUM_SAFE
RSA,2048,30034,45,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2587,7623,8978,5469,QUANTUM_SAFE
RSA,2048,42356,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2403,17640,9232,5472,QUANTUM_SAFE
RSA,2048,129363,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2078,12977,6435,5474,QUANTUM_SAFE
RSA,2048,57671,37,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6008,6820,5720,5471,QUANTUM_SAFE
RSA,2048,40154,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5013,11748,6293,5468,QUANTUM_SAFE
RSA,2048,113900,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6573,11467,4206,5469,QUANTUM_SAFE
RSA,2048,26038,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3575,10667,9272,5472,QUANTUM_SAFE
RSA,2048,60706,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7526,12003,4695,5473,QUANTUM_SAFE
RSA,2048,89585,45,1015,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3639,13219,8511,5475,QUANTUM_SAFE
RSA,2048,135952,52,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4214,12636,9546,5473,QUANTUM_SAFE
RSA,2048,73612,43,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2882,11681,5711,5470,QUANTUM_SAFE
RSA,2048,121976,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4824,12209,5630,5468,QUANTUM_SAFE
RSA,2048,106191,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6944,15236,9451,5473,QUANTUM_SAFE
RSA,2048,142546,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2586,5959,7359,5470,QUANTUM_SAFE
RSA,2048,65267,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2582,13872,5653,5475,QUANTUM_SAFE
RSA,2048,43318,46,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4838,17849,6155,5473,QUANTUM_SAFE
RSA,2048,67563,47,995,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2247,10683,8243,5471,QUANTUM_SAFE
RSA,2048,83563,39,996,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2824,8264,8633,5475,QUANTUM_SAFE
RSA,2048,158012,85,2204,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5136,10072,8292,5468,QUANTUM_SAFE
RSA,2048,185048,43,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3440,17256,4970,5472,QUANTUM_SAFE
RSA,2048,43279,46,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1611,11175,8865,5472,QUANTUM_SAFE
RSA,2048,95661,45,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5363,16298,9284,5469,QUANTUM_SAFE
RSA,2048,46853,51,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1703,6045,9295,5473,QUANTUM_SAFE
RSA,2048,137030,43,995,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4834,10400,5373,5474,QUANTUM_SAFE
RSA,2048,93619,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5743,15082,6253,5468,QUANTUM_SAFE
RSA,2048,142868,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2618,9672,4034,5474,QUANTUM_SAFE
RSA,2048,31606,43,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3501,4707,8138,5472,QUANTUM_SAFE
RSA,2048,36439,42,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4333,4833,4553,5472,QUANTUM_SAFE
RSA,2048,107428,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5609,12899,4690,5473,QUANTUM_SAFE
RSA,2048,88835,43,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4549,17206,7616,5475,QUANTUM_SAFE
RSA,2048,111926,46,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4416,5740,6965,5473,QUANTUM_SAFE
RSA,2048,98756,45,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5304,4031,7509,5473,QUANTUM_SAFE
RSA,2048,24088,43,991,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5664,7571,5418,5470,QUANTUM_SAFE
RSA,2048,183700,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2293,11823,9925,5475,QUANTUM_SAFE
RSA,2048,106323,43,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6239,14753,8380,5469,QUANTUM_SAFE
RSA,2048,131781,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3447,11729,7070,5471,QUANTUM_SAFE
RSA,2048,78950,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3136,8515,9885,5469,QUANTUM_SAFE
RSA,2048,76523,45,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4344,7399,7479,5469,QUANTUM_SAFE
RSA,2048,115934,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7026,10830,5613,5472,QUANTUM_SAFE
RSA,2048,176036,46,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7029,11318,9442,5468,QUANTUM_SAFE
RSA,2048,90681,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5767,12218,4047,5472,QUANTUM_SAFE
RSA,2048,44313,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5978,6961,8881,5475,QUANTUM_SAFE
RSA,2048,101188,44,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2520,14365,8979,5474,QUANTUM_SAFE
RSA,2048,138162,46,1000,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7062,5041,6381,5474,QUANTUM_SAFE
RSA,2048,126951,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7348,6212,9428,5473,QUANTUM_SAFE
RSA,2048,57522,40,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3678,4032,5806,5473,QUANTUM_SAFE
RSA,2048,57792,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4543,11845,7907,5474,QUANTUM_SAFE
RSA,2048,98206,45,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2482,7770,4121,5475,QUANTUM_SAFE
RSA,2048,40444,41,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3271,11871,8944,5475,QUANTUM_SAFE
RSA,2048,36172,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7827,11263,7304,5472,QUANTUM_SAFE
RSA,2048,94515,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6969,15211,6867,5474,QUANTUM_SAFE
RSA,2048,98452,45,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6107,9464,9006,5470,QUANTUM_SAFE
RSA,2048,75512,49,1044,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5973,16657,4080,5471,QUANTUM_SAFE
RSA,2048,56508,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2002,8653,6576,5473,QUANTUM_SAFE
RSA,2048,67980,46,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3167,11602,6619,5471,QUANTUM_SAFE
RSA,2048,71485,44,1000,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5538,6468,4053,5472,QUANTUM_SAFE
RSA,2048,68248,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3135,5127,5508,5473,QUANTUM_SAFE
RSA,2048,86519,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5483,12895,8516,5474,QUANTUM_SAFE
RSA,2048,88402,44,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1260,17043,9102,5475,QUANTUM_SAFE
RSA,2048,65266,45,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2556,13150,7149,5472,QUANTUM_SAFE
RSA,2048,124320,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2031,13797,7831,5472,QUANTUM_SAFE
RSA,2048,70589,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4387,7808,4527,5471,QUANTUM_SAFE
RSA,2048,42100,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3873,4785,8365,5469,QUANTUM_SAFE
RSA,2048,130385,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6477,4304,4326,5473,QUANTUM_SAFE
RSA,2048,83209,45,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7034,10517,4295,5471,QUANTUM_SAFE
RSA,2048,50190,41,1039,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7581,5925,4820,5470,QUANTUM_SAFE
RSA,2048,95351,39,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1411,5614,5206,5468,QUANTUM_SAFE
